Top Bio Keywords

Occurrences,Count

"الهلال",3.2,1,
"tokyo2020",2.8,2,
"النصر",2.6,3,
"كاس_العرب_fifa",2.5,4,
"السعودية",2.5,5,
"قطر",2.4,6,
"كأس_العرب",2,7,
"فلسطين",2,8,
"الهلال_النصر",1.8,9,
"مصر",1.7,10,
"الكويت",1.7,11,
"كورونا",1.7,12,
"تونس",1.6,13,
"الجزائر",1.5,14,
"المغرب",1.5,15,
"النصر_الاتحاد",1.5,16,
"الهلال_النصر_دوري_ابطال_اسيا",1.5,17,
"الهلال_الاستقلال",1.4,18,
"طارق_حامدي",1.3,19,
"ميسي",1.3,20,
"الرياض",1.3,21,
"النصر_الهلال",1.3,22,
"لبنان",1.2,23,
"العراق",1.2,24,
"الإمارات",1.2,25,
"الاتحاد",1.1,26,
"expo2020",1.1,27,
"ولي_العهد",1.1,28,
"البحرين",1.1,29,
"أولمبياد_طوكيو",1.1,30,
"الهلال_بيرسبوليس",1.1,31,
"olympics",1,32,
"fifarabcup",1,33,
"طوكيو2020",1,34,
"expo2020dubai",1,35,
"الامارات",1,36,
"النصر_تراكتور",1,37,
"دوري_ابطال_اسيا",1,38,
"اليوم_الوطني_السعودي",1,39,
"موسم_الرياض",1,40,
"محمد_بن_سلمان",1,41,
"دبي",0.9,42,
"مونديال_العرب",0.9,43,
"باريس_سان_جيرمان",0.9,44,
"الأردن",0.9,45,
"عاجل",0.9,46,
"أوميكرون",0.9,47,
"الاهلي",0.9,48,
"برشلونة",0.9,49,
"أفغانستان",0.8,50,
"الدوحة",0.8,51,
"كأس_العرب_2021",0.8,52,
"الهلال_الطائي",0.8,53,
"النصر_التعاون",0.8,54,
"الهلال_الباطن",0.8,55,
"ميلاد_ولي_العهد_36",0.8,56,
"تركيا",0.8,57,
"فرنسا",0.8,58,
"السودان",0.7,59,
"النصر_الفيصلي",0.7,60,
"عمان",0.7,61,
"الهلال_الاتفاق",0.7,62,
"الشباب",0.7,63,
"المسجد_الحرام",0.7,64,
"الهلال_التعاون",0.7,65,
"messi",0.7,66,
"الهلال_الحزم",0.7,67,
"سوريا",0.7,68,
"النصر_الاتفاق",0.6,69,
"غزة",0.6,70,
"الأهلي",0.6,71,
"الهلال_الشباب",0.6,72,
"دوري_أبطال_أوروبا",0.6,73,
"الصين",0.6,74,
"ليفربول",0.6,75,
"أبوظبي",0.6,76,
"اليابان",0.6,77,
"رونالدو",0.6,78,
"qatar",0.6,79,
"إكسبو2020",0.6,80,
"إيران",0.6,81,
"النصر_ضمك",0.6,82,
"دوري_أبطال_آسيا",0.6,83,
"صباح_الخير",0.6,84,
"اليمن",0.5,85,
"ألمانيا",0.5,86,
"بعيوننا_أنت_البطل",0.5,87,
"مجلس_الوزراء",0.5,88,
"محمد_بن_زايد",0.5,89,
"بريطانيا",0.5,90,
"النفط",0.5,91,
"ريال_مدريد",0.5,92,
"النصر_الوحده_دوري_ابطال_اسيا",0.5,93,
"طالبان",0.5,94,
"mbs",0.5,95,
"الهلال_الرائد",0.5,96,
"محمد_صلاح",0.5,97,
"covid19",0.4,98,
"إكسبو_2020_دبي",0.4,99,
"tokyoolympics",0.4,100,

