Most Engaged

Date,URL,Language,Country,Reach,MediaType,MatchSentence,Sentiment,Engagement,Author,Handle,Reach,Engagement,Views

"2025-12-07T11:31:11.296Z","https://www.fifa.com/en/tournaments/womens/womens-champions-cup/2026/articles/mavis-owusu-wuhan-interview","en","ch",16603515,"news","be 21, but she already has a great deal of experience outside of her homeland.

The striker featured in the FIFA U-17 Women’s World Cup™ in","Neutral",84812,"","","",
"2025-11-14T22:59:59.000Z","https://www.fifa.com/en/tournaments/mens/intercontinentalcup/2025/articles/intercontinental-cup-qatar-2025-aramco-ticket-sales-visa","en","ch",16603515,"news","2020. The FIFA U-17 World Cup™ is currently taking place in the country, which is set to welcome the qualifying stage of the FIFA Arab Cup™","Neutral",81908,"","","",
"2025-11-12T05:52:57.824Z","https://www.fifa.com/en/tournaments/mens/u17worldcup/qatar-2025/articles/get-to-know-samuele-inacio-italy","en","ch",16603515,"news","Samuele Inacio has been one of the stars of the group stage at the FIFA U-17 World Cup™. The Italian starlet has found the back of the net","Positive",81257,"","","",
"2025-11-11T22:59:59.000Z","https://www.fifa.com/en/tournaments/mens/arab-cup/qatar-2025/articles/fifa-arab-cup-preliminary-squad-lists-confirmed","en","ch",16603515,"news","in 2026. Fans can now buy tickets to catch all the FIFA Arab Cup Qatar 2025 action here.

Buy tickets Buy tickets

More on FIFA More on FIFA","Neutral",81249,"","","",
"2025-11-04T22:59:59.000Z","https://www.fifa.com/en/tournaments/womens/u17womensworldcup/morocco-2025/articles/rilany-silva-brazil-coach-profile","en","ch",15725470,"news","finals of the FIFA U-17 Women’s World Cup™ . None of this has happened by chance, but to judge the former international’s success on the","Positive",80439,"","","",
"2025-11-01T06:16:30.910Z","https://www.fifa.com/en/tournaments/mens/u17worldcup/qatar-2025/articles/fae-interview-memories-france","en","ch",15725470,"news","The FIFA U-17 World Cup is set to take place in Qatar from 3 to 27 November The former midfield maestro won FIFA’s U-17 event with France in","Positive",78859,"","","",
"2025-10-31T11:12:21.830Z","https://www.fifa.com/en/tournaments/mens/u17worldcup/qatar-2025/articles/official-song-released","en","ch",15725470,"news","GOAT – the Official Song of the FIFA U-17 World Cup Qatar 2025™, is now live across all major streaming services Egyptian-Nigerian duo Nour","Positive",78786,"","","",
"2025-10-28T22:59:59.000Z","https://www.fifa.com/en/tournaments/mens/u17worldcup/qatar-2025/articles/mariano-uglessich-paraguay-interview","en","ch",15725470,"news","The FIFA U-17 World Cup kicks off on 3 November Paraguay will face Uzbekistan, Panama and Republic of Ireland Head coach Mariano Uglessich","Neutral",78639,"","","",
"2025-10-26T07:55:26.019Z","https://www.fifa.com/en/tournaments/mens/u17worldcup/qatar-2025/articles/hermann-stadler-austria-interview","en","ch",15725470,"news","Austria are heading into the first-ever 48-team FIFA U-17 World Cup brimming with confidence The tournament will take place in Qatar from 3","Positive",77032,"","","",
"2025-10-24T13:53:59.679Z","https://www.fifa.com/en/tournaments/mens/u17worldcup/qatar-2025/articles/official-squad-lists-confirmed","en","ch",15725470,"news","the world at Qatar 2025, and fans can purchase tickets to watch the action unfold here .

Buy tickets Buy tickets

More on FIFA More on FIFA","Neutral",76986,"","","",

